Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Relative_Humidity_%,Train_Top_Temperature_degC,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID
2020-09-01 10:47:02,40.722904,-111.921455,1290.0,14.03,12.05,67.85,10.38,2.0,2.0,10.61,33.0,875.5,0.0,18.8,2.29,25.4,832.6,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=47, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,47,10,TRX02
2020-09-01 10:48:02,40.722904,-111.921455,1290.1,14.03,12.05,67.85,10.24,3.0,2.0,10.61,33.0,875.3,0.0,23.3,2.27,25.4,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=48, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,48,10,TRX02
2020-09-01 10:49:02,40.722904,-111.921455,1290.1,14.03,12.05,68.8,10.35,2.0,2.0,10.5,33.0,875.2,0.0,25.9,2.29,25.3,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=49, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,49,10,TRX02
2020-09-01 10:50:02,40.722904,-111.921455,1290.2,14.03,12.05,68.76,10.28,2.0,2.0,10.61,33.0,875.3,0.0,20.7,2.27,25.3,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=50, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,50,10,TRX02
2020-09-01 10:51:02,40.722904,-111.921455,1290.2,14.03,12.05,69.1,10.21,3.0,2.0,10.61,33.0,875.6,0.0,23.2,2.28,25.3,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=51, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,51,10,TRX02
2020-09-01 10:52:02,40.722904,-111.921455,1290.3,14.03,12.05,69.17,10.18,2.0,2.0,10.61,33.0,875.6,0.0,20.4,2.29,25.3,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=52, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,52,10,TRX02
2020-09-01 10:53:02,40.722904,-111.921455,1290.3,14.02,12.05,69.3,10.31,2.0,2.0,10.78,33.0,875.6,0.0,20.0,2.28,25.3,832.9,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=53, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,53,10,TRX02
2020-09-01 10:54:02,40.722904,-111.921455,1290.3,14.03,12.05,68.8,10.21,2.0,2.0,10.78,33.0,875.6,0.0,23.4,2.28,25.3,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=54, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,54,10,TRX02
2020-09-01 10:55:02,40.722904,-111.921455,1290.4,14.02,12.05,68.76,10.28,2.0,2.0,10.61,33.0,875.4,0.0,24.9,2.28,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=55, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,55,10,TRX02
2020-09-01 10:56:02,40.722904,-111.921455,1290.5,14.02,12.05,68.66,10.28,2.0,2.0,10.78,33.0,875.4,0.0,23.4,2.29,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=56, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,56,10,TRX02
2020-09-01 10:57:02,40.722904,-111.921455,1290.5,14.03,12.02,68.15,10.24,2.0,2.0,10.61,33.0,875.4,0.0,23.7,2.26,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=57, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,57,10,TRX02
2020-09-01 10:58:02,40.723309,-111.921524,1291.5,14.03,12.02,67.88,10.28,3.0,2.0,10.5,33.0,875.5,0.0,24.4,2.29,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=58, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,58,10,TRX02
2020-09-01 10:59:02,40.723328,-111.921524,1291.8,14.03,12.02,68.29,10.35,2.0,2.0,10.72,33.0,875.5,0.0,21.1,2.27,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=10, tm_min=59, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,59,10,TRX02
2020-09-01 11:00:02,40.723328,-111.921524,1291.8,14.03,12.05,68.05,10.35,2.0,2.0,10.78,33.0,875.3,0.0,23.6,2.28,25.2,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=0, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,0,11,TRX02
2020-09-01 11:01:02,40.723328,-111.921524,1291.8,14.03,12.05,68.25,10.31,2.0,2.0,10.72,33.0,875.4,0.0,25.5,2.27,25.2,832.9,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=1, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,1,11,TRX02
2020-09-01 11:02:02,40.723671,-111.920692,1296.6,14.03,12.05,68.12,10.35,2.0,2.0,10.72,33.0,875.3,0.0,25.5,2.29,25.2,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=2, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,2,11,TRX02
2020-09-01 11:03:02,40.723701,-111.91954,1297.4,14.03,12.05,68.02,10.21,2.0,2.0,10.5,33.0,875.5,0.0,25.5,2.29,25.2,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=3, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,3,11,TRX02
2020-09-01 11:04:02,40.72353,-111.917526,1299.4,14.03,12.05,67.27,10.28,2.0,2.0,10.5,33.0,874.8,0.0,24.9,2.26,25.1,832.1,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=4, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,4,11,TRX02
2020-09-01 11:05:02,40.723534,-111.917526,1299.3,14.03,12.05,67.51,10.24,1.0,2.0,10.61,33.0,874.7,0.0,25.8,2.29,25.1,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=5, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,5,11,TRX02
2020-09-01 11:06:02,40.723537,-111.917686,1299.2,14.03,12.07,67.55,10.38,2.0,2.0,10.39,33.0,874.7,0.0,23.3,2.29,25.1,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=6, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,6,11,TRX02
2020-09-01 11:07:02,40.720387,-111.923935,1293.1,14.03,12.09,68.42,10.21,2.0,2.0,9.78,33.0,875.5,0.0,25.1,2.27,25.1,833.0,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=7, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,7,11,TRX02
2020-09-01 11:08:02,40.717148,-111.923904,1296.6,14.03,12.12,68.12,10.38,1.0,2.0,9.5,33.0,875.7,0.0,14.4,2.29,25.1,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=8, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,8,11,TRX02
2020-09-01 11:09:02,40.712139,-111.930283,1300.0,14.03,12.12,70.59,10.01,2.0,2.0,8.5,33.0,875.4,0.0,19.4,2.29,25.1,832.6,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=9, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,9,11,TRX02
2020-09-01 11:10:02,40.711136,-111.93985,1304.5,14.03,12.14,70.62,9.5,1.0,2.0,9.22,33.0,875.3,0.0,28.9,2.29,25.0,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=10, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,10,11,TRX02
2020-09-01 11:11:02,40.711136,-111.942932,1303.1,14.03,12.14,68.96,9.64,2.0,2.0,9.39,33.0,875.6,0.0,31.4,2.28,25.0,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=11, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,11,11,TRX02
2020-09-01 11:12:02,40.70837,-111.945,1300.6,14.03,12.16,67.58,10.01,1.0,2.0,9.5,33.0,875.4,0.0,23.6,2.28,25.0,832.9,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=12, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,12,11,TRX02
2020-09-01 11:13:02,40.704624,-111.948784,1301.0,14.03,12.16,66.63,10.14,2.0,2.0,9.72,33.0,875.5,0.0,22.4,2.27,24.9,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=13, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,13,11,TRX02
2020-09-01 11:14:02,40.703758,-111.949074,1300.2,14.03,12.16,66.29,10.31,1.0,2.0,9.89,33.0,875.3,0.0,25.0,2.29,24.9,832.7,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=14, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,14,11,TRX02
2020-09-01 11:15:02,40.70377,-111.957237,1304.3,14.03,12.19,66.53,10.41,2.0,2.0,9.72,33.0,875.1,0.0,20.3,2.27,24.9,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=15, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,15,11,TRX02
2020-09-01 11:16:02,40.69875,-111.958099,1304.1,14.03,12.19,66.16,10.45,1.0,2.0,9.5,34.0,874.9,0.0,22.1,2.28,24.9,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=16, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,16,11,TRX02
2020-09-01 11:17:02,40.694374,-111.95842,1304.3,14.03,12.21,64.94,10.41,1.0,2.0,9.78,33.0,874.7,0.0,28.9,2.27,24.8,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=17, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,17,11,TRX02
2020-09-01 11:18:02,40.694366,-111.959526,1307.0,14.03,12.23,65.11,10.55,1.0,2.0,10.11,34.0,874.8,0.0,29.0,2.3,24.8,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=18, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,18,11,TRX02
2020-09-01 11:19:02,40.694366,-111.959526,1307.0,14.03,12.23,65.21,10.75,2.0,2.0,10.28,34.0,874.7,0.0,24.7,2.27,24.8,832.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=19, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,19,11,TRX02
2020-09-01 11:20:02,40.694366,-111.959526,1307.0,14.03,12.23,64.81,10.58,2.0,2.0,10.28,34.0,875.0,0.0,26.9,2.28,24.8,832.3,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=20, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,20,11,TRX02
2020-09-01 11:21:02,40.694366,-111.959526,1307.1,14.03,12.26,65.21,10.75,1.0,2.0,10.5,34.0,874.9,0.0,25.1,2.29,24.8,832.3,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=21, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,21,11,TRX02
2020-09-01 11:22:02,40.694366,-111.959526,1307.1,14.03,12.28,65.18,10.68,2.0,2.0,10.28,34.0,874.9,0.0,20.8,2.28,24.8,832.3,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=22, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,22,11,TRX02
2020-09-01 11:23:02,40.694366,-111.959526,1307.0,14.03,12.28,65.38,10.62,2.0,2.0,10.5,34.0,874.9,0.0,22.2,2.27,24.8,832.4,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=23, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,23,11,TRX02
2020-09-01 11:24:02,40.694366,-111.959518,1307.0,14.03,12.28,65.62,10.72,2.0,2.0,10.39,34.0,875.0,0.0,23.7,2.27,24.8,832.4,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=24, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,24,11,TRX02
2020-09-01 11:25:02,40.694366,-111.959518,1307.0,14.02,12.3,66.13,10.48,2.0,2.0,10.5,34.0,875.0,0.0,20.4,2.27,24.8,832.4,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=25, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,25,11,TRX02
2020-09-01 11:26:02,40.694366,-111.959518,1307.0,14.03,12.3,66.43,10.58,2.0,2.0,10.61,34.0,874.9,0.0,17.8,2.3,24.8,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=26, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,26,11,TRX02
2020-09-01 11:27:02,40.694366,-111.959526,1306.9,14.03,12.33,66.33,10.45,2.0,2.0,10.5,34.0,875.1,0.0,20.1,2.28,24.8,832.4,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=27, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,27,11,TRX02
2020-09-01 11:28:02,40.694366,-111.959526,1306.8,14.03,12.33,66.23,10.38,2.0,2.0,10.61,34.0,875.1,0.0,24.5,2.27,24.8,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=28, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,28,11,TRX02
2020-09-01 11:29:02,40.694366,-111.959526,1306.8,14.03,12.33,66.57,10.45,2.0,2.0,10.78,34.0,875.0,0.0,20.1,2.29,24.8,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=29, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,29,11,TRX02
2020-09-01 11:30:02,40.694366,-111.959526,1306.7,14.03,12.33,66.09,10.35,2.0,2.0,10.78,34.0,875.3,0.0,21.7,2.3,24.8,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=30, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,30,11,TRX02
2020-09-01 11:31:02,40.694366,-111.959526,1306.8,14.02,12.35,66.09,10.35,1.0,2.0,10.89,34.0,875.1,0.0,26.8,2.28,24.8,832.6,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=31, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,31,11,TRX02
2020-09-01 11:32:02,40.694366,-111.959526,1306.7,14.03,12.35,66.23,10.31,2.0,2.0,10.89,34.0,875.0,0.0,23.6,2.29,24.8,832.6,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=32, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,32,11,TRX02
2020-09-01 11:33:02,40.69553,-111.958061,1303.1,14.03,12.35,64.74,10.31,1.0,2.0,10.5,34.0,875.0,0.0,25.3,2.29,24.8,832.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=33, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,33,11,TRX02
2020-09-01 11:34:02,40.702869,-111.958023,1297.6,14.03,12.35,67.68,10.31,1.0,2.0,9.5,34.0,875.6,0.0,16.5,2.29,24.8,832.8,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=34, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,34,11,TRX02
2020-09-01 11:35:02,40.703739,-111.951134,1299.7,14.03,12.35,66.9,10.28,3.0,2.0,9.61,34.0,875.2,0.0,20.5,2.3,24.8,832.4,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=35, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,35,11,TRX02
2020-09-01 11:36:02,40.705044,-111.948677,1295.1,14.03,12.35,63.32,10.65,2.0,2.0,10.22,34.0,875.9,0.0,18.9,2.29,24.8,833.1,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=36, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,36,11,TRX02
2020-09-01 11:37:02,40.708038,-111.945312,1293.5,14.02,12.37,61.97,11.02,2.0,2.0,10.11,34.0,875.8,0.0,22.4,2.28,24.8,833.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=37, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,37,11,TRX02
2020-09-01 11:38:02,40.711102,-111.942696,1293.3,14.03,12.37,63.49,11.46,2.0,2.0,10.39,34.0,875.7,0.0,22.0,2.29,24.8,833.2,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=38, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,38,11,TRX02
2020-09-01 11:39:02,40.71106,-111.939323,1297.9,14.03,12.39,61.43,11.63,2.0,2.0,10.5,34.0,875.6,0.0,21.9,2.29,24.8,833.1,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=39, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,39,11,TRX02
2020-09-01 11:40:02,40.711845,-111.931976,1295.9,14.03,12.42,68.02,11.36,1.0,2.0,8.89,34.0,875.7,0.0,17.2,2.28,24.8,832.9,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=40, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,40,11,TRX02
2020-09-01 11:41:02,40.715511,-111.924446,1295.5,14.03,12.44,69.47,10.08,2.0,2.0,9.22,34.0,875.8,0.0,24.1,2.28,24.8,832.9,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=41, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,41,11,TRX02
2020-09-01 11:42:02,40.720612,-111.923843,1291.9,14.03,12.46,69.78,9.94,2.0,2.0,9.61,35.0,876.2,0.0,20.1,2.27,24.9,833.5,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=42, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,42,11,TRX02
2020-09-01 11:43:02,40.723618,-111.919159,1293.9,14.02,12.46,66.02,10.24,3.0,2.0,10.0,34.0,875.7,0.0,5.3,2.31,24.9,833.0,0,0,"time.struct_time(tm_year=2020, tm_mon=9, tm_mday=1, tm_hour=11, tm_min=43, tm_sec=2, tm_wday=1, tm_yday=245, tm_isdst=-1)",2020-09-01,2020,9,245,1,43,11,TRX02
